Date,quarterly_sentiment_index
2022Q1,104.75280667919066
2022Q2,107.6898475695793
2022Q3,108.34016091649043
2022Q4,114.04690241084042
2023Q1,114.67667809134069
2023Q2,116.82739926751205
2023Q3,116.97549883416283
2023Q4,111.9275556247131
